species,animal,habitat,sex,slope,hab_slope,site
camurum,Nothonotus_camurus_A,boulder,F,-5.132129066,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-5.261711115,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-5.138106455,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-5.164683801,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-5.046268327,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.0942921,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.311314427,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.931373895,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.995456393,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.858573023,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.986367373,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.002396131,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.039027476,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.137056378,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-4.966363996,-2.647150421,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-5.059897813,-2.647150421,SFKR
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.85357671,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.837540595,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.791415009,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.756802432,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.721138422,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.70485598,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.801579547,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.844827892,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-4.821784162,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-5.097441495,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.621751722,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.639591788,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.723023866,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.828608242,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.7482233,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.669271468,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.469761174,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.713640397,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.756287412,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.78071336,-2.273535947,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,M,-4.916692763,-2.273535947,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-4.824588154,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.958103593,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.814438646,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-4.850315319,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-5.106184294,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-5.110942028,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.931315607,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.833175092,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-5.02136487,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.985176172,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.846103022,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-5.101971844,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-5.078040032,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.930693212,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.966986274,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,M,-4.995213502,-2.430817587,BRCK
gracile,Etheostoma_gracile_A,detritus,F,-5.02861543,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-5.119920921,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-5.037187798,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-5.001727326,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-4.880706795,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-4.990748822,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-4.916961721,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-5.000595958,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-5.038074876,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-4.999473003,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.030392216,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-4.933248056,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.032544319,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.005568845,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.173895995,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.176042497,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.13541034,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.025748189,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-5.034308287,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,M,-4.857565942,-2.430817587,EMBR
gracile,Etheostoma_gracile_A,detritus,F,-4.892442373,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-4.765708128,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-4.845835537,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-5.026406014,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,F,-4.85970437,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.986188654,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.904741839,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.886966411,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.808200402,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-5.010932093,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-5.083879592,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.920388266,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.891757918,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.847638552,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.8802027,-2.430817587,UNKN
gracile,Etheostoma_gracile_A,detritus,M,-4.961782302,-2.430817587,UNKN
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.997554044,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.040169871,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.98156876,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.124993299,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.983531177,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.061958004,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.949562986,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.106874377,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.120390043,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.992880953,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.030947362,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.944769509,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.942643571,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.976639687,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.897433276,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-5.012722753,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.99578274,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.939563857,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.936936029,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-5.011336613,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.908988513,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.802299884,-2.273535947,PATX
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.185610366,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.109840766,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.203249054,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.082886228,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-4.843291495,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.046739276,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.046798345,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.057939045,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.041086523,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.068177874,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,F,-5.126625345,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.943677916,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-5.065791253,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.940377427,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.924639863,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.748170671,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.906155908,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.963877506,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-5.097623497,-2.273535947,ROCK
olmstedi,Etheostoma_olmstedi_C,sand,M,-4.794587229,-2.273535947,ROCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.974417787,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-5.130678496,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.991617838,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-5.052298277,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.923232829,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-5.158081903,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.93396095,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.938641545,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-5.00819548,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.889606135,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,F,-4.917010731,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.401140207,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.526071826,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.699809584,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.681953252,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.633152989,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.679652204,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.678557506,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.54050329,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.622663576,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.738102859,-2.273535947,OTCK
pyrrhogaster,Etheostoma_pyrrhogaster_A,sand,M,-4.793187181,-2.273535947,OTCK
swaini,Etheostoma_swaini_A,detritus,F,-5.179191986,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.918401587,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.991717641,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-5.014887523,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.952285437,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.947047571,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-5.137192298,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-5.021892485,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.98763242,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-5.250622065,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-4.919929751,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.880404777,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.981087459,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.923968143,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-5.141672059,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.79979424,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.745717838,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.985658523,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-5.006180845,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.876772611,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.812577327,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.778770511,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,M,-4.781724566,-2.430817587,BGCH
swaini,Etheostoma_swaini_A,detritus,F,-5.056715203,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,F,-4.930260226,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,F,-5.072209617,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,F,-4.90512532,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,F,-5.062683476,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-5.032606353,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.85323181,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.790630153,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.994699381,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.837688208,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.77516679,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.791683061,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.856104425,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.929785797,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-4.999168246,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,M,-5.111380224,-2.430817587,MYRC
swaini,Etheostoma_swaini_A,detritus,F,-4.874445494,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.099653205,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.184110675,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-4.958724056,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-4.811620891,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.060153495,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-4.901888594,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.050718194,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-4.967140476,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.132449836,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,F,-5.045487151,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.96974175,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.886757296,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.938432115,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.895440345,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-5.078300693,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.960837291,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.913592211,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.751799884,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.833513271,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-5.030161269,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-5.021232115,-2.430817587,SCRB
swaini,Etheostoma_swaini_A,detritus,M,-4.902346879,-2.430817587,SCRB
zonale,Etheostoma_zonale_A,gravel,F,-4.849674183,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-4.930243218,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-4.856972094,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-4.845501645,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-4.943038905,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-4.959807317,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-5.016824088,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-5.076022777,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.920683625,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.946056286,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.902643708,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.811214542,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.726908971,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.910508813,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.991714152,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-5.028692153,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-5.006614906,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.883232235,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.712001464,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.931640116,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-5.023278187,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.880577689,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-4.740538861,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,M,-5.002810091,-2.857745326,FRCT
zonale,Etheostoma_zonale_A,gravel,F,-5.089036988,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.947433071,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.045934869,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.991456522,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.681739178,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.906084061,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.178164193,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.192713804,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.990642883,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.04880755,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.096476104,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.961798968,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.094925505,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.198181264,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-4.616104074,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-5.056973698,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.900312663,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.980979967,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.929189712,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.974482915,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-5.007997477,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-5.000623946,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.98928781,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-5.059304182,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,M,-4.773743543,-2.857745326,LNCK
zonale,Etheostoma_zonale_A,gravel,F,-5.00838735,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.104121727,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.030586486,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-4.91313218,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-4.981342918,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.050389443,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.009304023,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-4.878378663,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-4.903723866,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-4.917241111,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.038877397,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,F,-5.012702599,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.888601132,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.681827153,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-5.06103731,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.803932156,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.951581535,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.990004465,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.85291796,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.942331769,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-5.10197317,-2.857745326,MFKR
zonale,Etheostoma_zonale_A,gravel,M,-4.807517504,-2.857745326,MFKR
